date,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2026-02-02,160600268.7737905,-0.018185925973344237,4977316977.348922,0.2579656883373451,4930376.312394384,0.0002490892401482657,159411974.99523672,1188293.7785537937,-0.024818718
2026-02-03,164554172.96323314,0.024929780615374715,5024424400.212636,0.29332094661725755,4980201.5902525615,0.0003102440502659267,157979994.47361225,6574178.489620901,0.0129470825
2026-02-04,166652639.02865332,0.013012729642293703,5069861195.604074,0.2761205904002788,5023034.48911417,0.00026029664328949446,165329086.49755177,1323552.5311015518,0.008472443
2026-02-05,168793781.92649332,0.013099141172075912,5111814092.8099575,0.2517385710205935,5064898.036609515,0.0002512024276324053,167690792.36396545,1102989.5625278614,-0.0064074993
2026-02-06,169814950.77201805,0.006337010284470056,5160185213.163345,0.28656932619978026,5113377.12310757,0.0002872089596236868,168544508.0066552,1270442.7653628597,-0.0025354028
2026-02-09,173315768.04912964,0.020872636370867313,5201563283.245789,0.2436656483679968,5157045.563797046,0.00025715309806910035,167508252.5103939,5807515.53873575,0.014144778
2026-02-10,172172066.00590342,-0.006343770745373126,5248005491.539259,0.2679629719570897,5201272.107961316,0.0002551789987840713,170840105.2697365,1331960.736166915,0.0012813807
2026-02-11,172593091.0705972,0.002724873411836464,5296138907.338089,0.27956576763840213,5249394.128187976,0.00027949958052434697,171332043.49899977,1261047.5715974197,0.000874877
2026-02-12,170462134.3166891,-0.012092180400023524,5340102196.502749,0.2547221843699281,5293324.089072723,0.0002545290811599061,169311673.26580024,1150461.0508888625,0.00049209595
2026-02-13,169952705.04619032,-0.002739129885631817,5382608192.334264,0.24935740715615812,5335835.433096077,0.00024938878181811125,168834058.9556479,1118646.0905424496,-0.012565255
2026-02-24,171577546.85186994,0.009767572528355823,5415982990.38697,0.19637697466265716,5371019.000345387,0.0002070197543472283,166876545.93536907,4701000.916500868,0.008656383
2026-02-25,174099108.71216738,0.014921782475273168,5456416669.9367,0.23565833811948825,5409699.971812539,0.0002254430849308455,172942204.93229222,1156903.7798751444,0.007242918
2026-02-26,175594159.69248652,0.008852517769413135,5502535298.376475,0.26489870500154,5455864.445006847,0.0002651620306145901,174391730.8767382,1202428.81574832,-0.00014472008
