symbol,sina_symbol,code,exchange,name,board
000557.SZ,sz000557,000557,SZ,西部创业,深市主板
000558.SZ,sz000558,000558,SZ,天府文旅,深市主板
000559.SZ,sz000559,000559,SZ,万向钱潮,深市主板
000560.SZ,sz000560,000560,SZ,我爱我家,深市主板
000561.SZ,sz000561,000561,SZ,烽火电子,深市主板
000563.SZ,sz000563,000563,SZ,陕国投Ａ,深市主板
000564.SZ,sz000564,000564,SZ,供销大集,深市主板
000565.SZ,sz000565,000565,SZ,渝三峡Ａ,深市主板
000566.SZ,sz000566,000566,SZ,海南海药,深市主板
000567.SZ,sz000567,000567,SZ,海德股份,深市主板
000568.SZ,sz000568,000568,SZ,泸州老窖,深市主板
000570.SZ,sz000570,000570,SZ,苏常柴Ａ,深市主板
000571.SZ,sz000571,000571,SZ,新大洲A,深市主板
000572.SZ,sz000572,000572,SZ,海马汽车,深市主板
000573.SZ,sz000573,000573,SZ,粤宏远Ａ,深市主板
000576.SZ,sz000576,000576,SZ,甘化科工,深市主板
000581.SZ,sz000581,000581,SZ,威孚高科,深市主板
000582.SZ,sz000582,000582,SZ,北部湾港,深市主板
000586.SZ,sz000586,000586,SZ,汇源通信,深市主板
000589.SZ,sz000589,000589,SZ,贵州轮胎,深市主板
000590.SZ,sz000590,000590,SZ,古汉医药,深市主板
000591.SZ,sz000591,000591,SZ,太阳能,深市主板
000592.SZ,sz000592,000592,SZ,平潭发展,深市主板
000593.SZ,sz000593,000593,SZ,德龙汇能,深市主板
000595.SZ,sz000595,000595,SZ,*ST宝实,深市主板
000596.SZ,sz000596,000596,SZ,古井贡酒,深市主板
000597.SZ,sz000597,000597,SZ,东北制药,深市主板
000598.SZ,sz000598,000598,SZ,兴蓉环境,深市主板
000599.SZ,sz000599,000599,SZ,青岛双星,深市主板
000600.SZ,sz000600,000600,SZ,建投能源,深市主板
000601.SZ,sz000601,000601,SZ,韶能股份,深市主板
000603.SZ,sz000603,000603,SZ,盛达资源,深市主板
000605.SZ,sz000605,000605,SZ,渤海股份,深市主板
000607.SZ,sz000607,000607,SZ,华媒控股,深市主板
000608.SZ,sz000608,000608,SZ,阳光股份,深市主板
000609.SZ,sz000609,000609,SZ,*ST中迪,深市主板
000610.SZ,sz000610,000610,SZ,*ST西旅,深市主板
000612.SZ,sz000612,000612,SZ,焦作万方,深市主板
000615.SZ,sz000615,000615,SZ,*ST美谷,深市主板
000617.SZ,sz000617,000617,SZ,中油资本,深市主板
000619.SZ,sz000619,000619,SZ,海螺新材,深市主板
000620.SZ,sz000620,000620,SZ,盈新发展,深市主板
000623.SZ,sz000623,000623,SZ,吉林敖东,深市主板
000625.SZ,sz000625,000625,SZ,长安汽车,深市主板
000626.SZ,sz000626,000626,SZ,远大控股,深市主板
000628.SZ,sz000628,000628,SZ,高新发展,深市主板
000629.SZ,sz000629,000629,SZ,钒钛股份,深市主板
000630.SZ,sz000630,000630,SZ,铜陵有色,深市主板
000631.SZ,sz000631,000631,SZ,顺发恒能,深市主板
000632.SZ,sz000632,000632,SZ,ST三木,深市主板
000633.SZ,sz000633,000633,SZ,合金投资,深市主板
000635.SZ,sz000635,000635,SZ,英 力 特,深市主板
000636.SZ,sz000636,000636,SZ,风华高科,深市主板
000637.SZ,sz000637,000637,SZ,茂化实华,深市主板
000639.SZ,sz000639,000639,SZ,ST西王,深市主板
000650.SZ,sz000650,000650,SZ,仁和药业,深市主板
000651.SZ,sz000651,000651,SZ,格力电器,深市主板
000652.SZ,sz000652,000652,SZ,泰达股份,深市主板
000655.SZ,sz000655,000655,SZ,金岭矿业,深市主板
000656.SZ,sz000656,000656,SZ,*ST金科,深市主板
000657.SZ,sz000657,000657,SZ,中钨高新,深市主板
000659.SZ,sz000659,000659,SZ,珠海中富,深市主板
000661.SZ,sz000661,000661,SZ,长春高新,深市主板
000663.SZ,sz000663,000663,SZ,永安林业,深市主板
000665.SZ,sz000665,000665,SZ,湖北广电,深市主板
000668.SZ,sz000668,000668,SZ,荣丰控股,深市主板
000669.SZ,sz000669,000669,SZ,ST金鸿,深市主板
000670.SZ,sz000670,000670,SZ,盈方微,深市主板
000672.SZ,sz000672,000672,SZ,上峰材料,深市主板
000676.SZ,sz000676,000676,SZ,智度股份,深市主板
000677.SZ,sz000677,000677,SZ,ST海龙,深市主板
000678.SZ,sz000678,000678,SZ,襄阳轴承,深市主板
000679.SZ,sz000679,000679,SZ,大连友谊,深市主板
000680.SZ,sz000680,000680,SZ,山推股份,深市主板
000681.SZ,sz000681,000681,SZ,视觉中国,深市主板
000682.SZ,sz000682,000682,SZ,东方电子,深市主板
000683.SZ,sz000683,000683,SZ,博源化工,深市主板
000685.SZ,sz000685,000685,SZ,中山公用,深市主板
000686.SZ,sz000686,000686,SZ,东北证券,深市主板
000688.SZ,sz000688,000688,SZ,国城矿业,深市主板
000690.SZ,sz000690,000690,SZ,宝新能源,深市主板
000691.SZ,sz000691,000691,SZ,亚太实业,深市主板
000692.SZ,sz000692,000692,SZ,惠天热电,深市主板
000695.SZ,sz000695,000695,SZ,滨海能源,深市主板
000697.SZ,sz000697,000697,SZ,炼石航空,深市主板
000698.SZ,sz000698,000698,SZ,ST沈化,深市主板
000700.SZ,sz000700,000700,SZ,模塑科技,深市主板
000701.SZ,sz000701,000701,SZ,厦门信达,深市主板
000702.SZ,sz000702,000702,SZ,正虹科技,深市主板
000703.SZ,sz000703,000703,SZ,恒逸石化,深市主板
000705.SZ,sz000705,000705,SZ,浙江震元,深市主板
000707.SZ,sz000707,000707,SZ,双环科技,深市主板
000708.SZ,sz000708,000708,SZ,中信特钢,深市主板
000709.SZ,sz000709,000709,SZ,河钢股份,深市主板
000710.SZ,sz000710,000710,SZ,贝瑞基因,深市主板
000711.SZ,sz000711,000711,SZ,ST京蓝,深市主板
000712.SZ,sz000712,000712,SZ,锦龙股份,深市主板
000713.SZ,sz000713,000713,SZ,国投丰乐,深市主板
000715.SZ,sz000715,000715,SZ,中兴商业,深市主板
000716.SZ,sz000716,000716,SZ,黑芝麻,深市主板
000717.SZ,sz000717,000717,SZ,中南股份,深市主板
000718.SZ,sz000718,000718,SZ,苏宁环球,深市主板
000719.SZ,sz000719,000719,SZ,中原传媒,深市主板
000720.SZ,sz000720,000720,SZ,新能泰山,深市主板
000721.SZ,sz000721,000721,SZ,西安饮食,深市主板
000722.SZ,sz000722,000722,SZ,湖南发展,深市主板
000723.SZ,sz000723,000723,SZ,美锦能源,深市主板
000725.SZ,sz000725,000725,SZ,京东方Ａ,深市主板
000726.SZ,sz000726,000726,SZ,鲁 泰Ａ,深市主板
000727.SZ,sz000727,000727,SZ,冠捷科技,深市主板
000728.SZ,sz000728,000728,SZ,国元证券,深市主板
000729.SZ,sz000729,000729,SZ,燕京啤酒,深市主板
000731.SZ,sz000731,000731,SZ,四川美丰,深市主板
000733.SZ,sz000733,000733,SZ,振华科技,深市主板
000735.SZ,sz000735,000735,SZ,罗 牛 山,深市主板
000736.SZ,sz000736,000736,SZ,中交发展,深市主板
000737.SZ,sz000737,000737,SZ,北方铜业,深市主板
000738.SZ,sz000738,000738,SZ,航发控制,深市主板
000739.SZ,sz000739,000739,SZ,普洛药业,深市主板
000750.SZ,sz000750,000750,SZ,国海证券,深市主板
000751.SZ,sz000751,000751,SZ,锌业股份,深市主板
000752.SZ,sz000752,000752,SZ,*ST西发,深市主板
000753.SZ,sz000753,000753,SZ,漳州发展,深市主板
000755.SZ,sz000755,000755,SZ,山西高速,深市主板
000756.SZ,sz000756,000756,SZ,新华制药,深市主板
000757.SZ,sz000757,000757,SZ,浩物股份,深市主板
000758.SZ,sz000758,000758,SZ,中色股份,深市主板
000759.SZ,sz000759,000759,SZ,中百集团,深市主板
000761.SZ,sz000761,000761,SZ,本钢板材,深市主板
000762.SZ,sz000762,000762,SZ,西藏矿业,深市主板
000766.SZ,sz000766,000766,SZ,通化金马,深市主板
000767.SZ,sz000767,000767,SZ,晋控电力,深市主板
000768.SZ,sz000768,000768,SZ,中航西飞,深市主板
000776.SZ,sz000776,000776,SZ,广发证券,深市主板
000777.SZ,sz000777,000777,SZ,中核科技,深市主板
000778.SZ,sz000778,000778,SZ,新兴铸管,深市主板
000779.SZ,sz000779,000779,SZ,甘咨询,深市主板
000782.SZ,sz000782,000782,SZ,恒申新材,深市主板
000783.SZ,sz000783,000783,SZ,长江证券,深市主板
000785.SZ,sz000785,000785,SZ,居然智家,深市主板
000786.SZ,sz000786,000786,SZ,北新建材,深市主板
000788.SZ,sz000788,000788,SZ,北大医药,深市主板
000789.SZ,sz000789,000789,SZ,万年青,深市主板
000790.SZ,sz000790,000790,SZ,华神科技,深市主板
000791.SZ,sz000791,000791,SZ,甘肃能源,深市主板
000792.SZ,sz000792,000792,SZ,盐湖股份,深市主板
000793.SZ,sz000793,000793,SZ,*ST华闻,深市主板
000795.SZ,sz000795,000795,SZ,英洛华,深市主板
000796.SZ,sz000796,000796,SZ,凯撒旅业,深市主板
000797.SZ,sz000797,000797,SZ,中国武夷,深市主板
000798.SZ,sz000798,000798,SZ,中水渔业,深市主板
000799.SZ,sz000799,000799,SZ,酒鬼酒,深市主板
000800.SZ,sz000800,000800,SZ,一汽解放,深市主板
000801.SZ,sz000801,000801,SZ,四川九洲,深市主板
000802.SZ,sz000802,000802,SZ,北京文化,深市主板
000803.SZ,sz000803,000803,SZ,山高环能,深市主板
000807.SZ,sz000807,000807,SZ,云铝股份,深市主板
000809.SZ,sz000809,000809,SZ,和展能源,深市主板
000810.SZ,sz000810,000810,SZ,创维数字,深市主板
000811.SZ,sz000811,000811,SZ,冰轮环境,深市主板
000812.SZ,sz000812,000812,SZ,陕西金叶,深市主板
000813.SZ,sz000813,000813,SZ,德展健康,深市主板
000815.SZ,sz000815,000815,SZ,美利云,深市主板
000816.SZ,sz000816,000816,SZ,智慧农业,深市主板
000818.SZ,sz000818,000818,SZ,航锦科技,深市主板
000819.SZ,sz000819,000819,SZ,岳阳兴长,深市主板
000820.SZ,sz000820,000820,SZ,*ST节能,深市主板
000821.SZ,sz000821,000821,SZ,ST京机,深市主板
000822.SZ,sz000822,000822,SZ,山东海化,深市主板
000823.SZ,sz000823,000823,SZ,超声电子,深市主板
000825.SZ,sz000825,000825,SZ,太钢不锈,深市主板
000826.SZ,sz000826,000826,SZ,*ST启环,深市主板
000828.SZ,sz000828,000828,SZ,东莞控股,深市主板
000829.SZ,sz000829,000829,SZ,天音控股,深市主板
000830.SZ,sz000830,000830,SZ,鲁西化工,深市主板
000831.SZ,sz000831,000831,SZ,中国稀土,深市主板
000833.SZ,sz000833,000833,SZ,粤桂股份,深市主板
000837.SZ,sz000837,000837,SZ,秦川机床,深市主板
000838.SZ,sz000838,000838,SZ,*ST发展,深市主板
000839.SZ,sz000839,000839,SZ,国安股份,深市主板
000848.SZ,sz000848,000848,SZ,承德露露,深市主板
000850.SZ,sz000850,000850,SZ,华茂股份,深市主板
000852.SZ,sz000852,000852,SZ,石化机械,深市主板
000856.SZ,sz000856,000856,SZ,冀东装备,深市主板
000858.SZ,sz000858,000858,SZ,五 粮 液,深市主板
000859.SZ,sz000859,000859,SZ,国风新材,深市主板
000860.SZ,sz000860,000860,SZ,顺鑫农业,深市主板
000862.SZ,sz000862,000862,SZ,银星能源,深市主板
000863.SZ,sz000863,000863,SZ,三湘印象,深市主板
000868.SZ,sz000868,000868,SZ,安凯客车,深市主板
000869.SZ,sz000869,000869,SZ,张 裕Ａ,深市主板
000875.SZ,sz000875,000875,SZ,电投绿能,深市主板
000876.SZ,sz000876,000876,SZ,新 希 望,深市主板
000877.SZ,sz000877,000877,SZ,天山股份,深市主板
000878.SZ,sz000878,000878,SZ,云南铜业,深市主板
000880.SZ,sz000880,000880,SZ,潍柴重机,深市主板
000881.SZ,sz000881,000881,SZ,中广核技,深市主板
000882.SZ,sz000882,000882,SZ,华联股份,深市主板
000883.SZ,sz000883,000883,SZ,湖北能源,深市主板
000885.SZ,sz000885,000885,SZ,城发环境,深市主板
000886.SZ,sz000886,000886,SZ,海南高速,深市主板
000887.SZ,sz000887,000887,SZ,中鼎股份,深市主板
000888.SZ,sz000888,000888,SZ,峨眉山Ａ,深市主板
000889.SZ,sz000889,000889,SZ,中嘉博创,深市主板
000890.SZ,sz000890,000890,SZ,法尔胜,深市主板
000892.SZ,sz000892,000892,SZ,欢瑞世纪,深市主板
000893.SZ,sz000893,000893,SZ,亚钾国际,深市主板
000895.SZ,sz000895,000895,SZ,双汇发展,深市主板
000897.SZ,sz000897,000897,SZ,津滨发展,深市主板
000898.SZ,sz000898,000898,SZ,鞍钢股份,深市主板
000899.SZ,sz000899,000899,SZ,赣能股份,深市主板
000900.SZ,sz000900,000900,SZ,现代投资,深市主板
000901.SZ,sz000901,000901,SZ,航天科技,深市主板
000902.SZ,sz000902,000902,SZ,新洋丰,深市主板
000903.SZ,sz000903,000903,SZ,ST云动,深市主板
000905.SZ,sz000905,000905,SZ,厦门港务,深市主板
000906.SZ,sz000906,000906,SZ,浙商中拓,深市主板
000908.SZ,sz000908,000908,SZ,景峰医药,深市主板
000909.SZ,sz000909,000909,SZ,*ST数源,深市主板
000910.SZ,sz000910,000910,SZ,大亚圣象,深市主板
000911.SZ,sz000911,000911,SZ,*ST广糖,深市主板
000912.SZ,sz000912,000912,SZ,泸天化,深市主板
000913.SZ,sz000913,000913,SZ,钱江摩托,深市主板
000915.SZ,sz000915,000915,SZ,华特达因,深市主板
000917.SZ,sz000917,000917,SZ,电广传媒,深市主板
000919.SZ,sz000919,000919,SZ,金陵药业,深市主板
000920.SZ,sz000920,000920,SZ,沃顿科技,深市主板
000921.SZ,sz000921,000921,SZ,海信家电,深市主板
000922.SZ,sz000922,000922,SZ,佳电股份,深市主板
000923.SZ,sz000923,000923,SZ,河钢资源,深市主板
000925.SZ,sz000925,000925,SZ,众合科技,深市主板
000926.SZ,sz000926,000926,SZ,福星股份,深市主板
000927.SZ,sz000927,000927,SZ,中国铁物,深市主板
000928.SZ,sz000928,000928,SZ,中钢国际,深市主板
000929.SZ,sz000929,000929,SZ,兰州黄河,深市主板
000930.SZ,sz000930,000930,SZ,中粮科技,深市主板
000931.SZ,sz000931,000931,SZ,中 关 村,深市主板
000932.SZ,sz000932,000932,SZ,华菱钢铁,深市主板
000933.SZ,sz000933,000933,SZ,神火股份,深市主板
000935.SZ,sz000935,000935,SZ,四川双马,深市主板
000936.SZ,sz000936,000936,SZ,华西股份,深市主板
000937.SZ,sz000937,000937,SZ,冀中能源,深市主板
000938.SZ,sz000938,000938,SZ,紫光股份,深市主板
000948.SZ,sz000948,000948,SZ,南天信息,深市主板
000949.SZ,sz000949,000949,SZ,新乡化纤,深市主板
000950.SZ,sz000950,000950,SZ,重药控股,深市主板
000951.SZ,sz000951,000951,SZ,中国重汽,深市主板
000952.SZ,sz000952,000952,SZ,广济药业,深市主板
000953.SZ,sz000953,000953,SZ,中哲精化,深市主板
000955.SZ,sz000955,000955,SZ,欣龙控股,深市主板
000957.SZ,sz000957,000957,SZ,中通客车,深市主板
000958.SZ,sz000958,000958,SZ,电投产融,深市主板
000959.SZ,sz000959,000959,SZ,首钢股份,深市主板
000960.SZ,sz000960,000960,SZ,锡业股份,深市主板
000962.SZ,sz000962,000962,SZ,东方钽业,深市主板
000963.SZ,sz000963,000963,SZ,华东医药,深市主板
000965.SZ,sz000965,000965,SZ,天保基建,深市主板
000966.SZ,sz000966,000966,SZ,长源电力,深市主板
000967.SZ,sz000967,000967,SZ,盈峰环境,深市主板
000968.SZ,sz000968,000968,SZ,蓝焰控股,深市主板
000969.SZ,sz000969,000969,SZ,安泰科技,深市主板
000970.SZ,sz000970,000970,SZ,中科三环,深市主板
000972.SZ,sz000972,000972,SZ,*ST中基,深市主板
000973.SZ,sz000973,000973,SZ,佛塑科技,深市主板
000975.SZ,sz000975,000975,SZ,山金国际,深市主板
000977.SZ,sz000977,000977,SZ,浪潮信息,深市主板
000978.SZ,sz000978,000978,SZ,桂林旅游,深市主板
000980.SZ,sz000980,000980,SZ,众泰汽车,深市主板
000981.SZ,sz000981,000981,SZ,山子高科,深市主板
000983.SZ,sz000983,000983,SZ,山西焦煤,深市主板
000985.SZ,sz000985,000985,SZ,大庆华科,深市主板
000987.SZ,sz000987,000987,SZ,越秀资本,深市主板
000988.SZ,sz000988,000988,SZ,华工科技,深市主板
000989.SZ,sz000989,000989,SZ,九芝堂,深市主板
000990.SZ,sz000990,000990,SZ,诚志股份,深市主板
000993.SZ,sz000993,000993,SZ,闽东电力,深市主板
000995.SZ,sz000995,000995,SZ,皇台酒业,深市主板
000997.SZ,sz000997,000997,SZ,新 大 陆,深市主板
000998.SZ,sz000998,000998,SZ,隆平高科,深市主板
000999.SZ,sz000999,000999,SZ,华润三九,深市主板
001201.SZ,sz001201,001201,SZ,东瑞股份,深市主板
001202.SZ,sz001202,001202,SZ,炬申股份,深市主板
001203.SZ,sz001203,001203,SZ,大中矿业,深市主板
001205.SZ,sz001205,001205,SZ,盛航股份,深市主板
001206.SZ,sz001206,001206,SZ,依依股份,深市主板
001207.SZ,sz001207,001207,SZ,联科科技,深市主板
001208.SZ,sz001208,001208,SZ,华菱线缆,深市主板
001209.SZ,sz001209,001209,SZ,洪兴股份,深市主板
001210.SZ,sz001210,001210,SZ,金房能源,深市主板
001211.SZ,sz001211,001211,SZ,双枪科技,深市主板
001212.SZ,sz001212,001212,SZ,中旗新材,深市主板
001213.SZ,sz001213,001213,SZ,中铁特货,深市主板
001215.SZ,sz001215,001215,SZ,千味央厨,深市主板
001216.SZ,sz001216,001216,SZ,华瓷股份,深市主板
001217.SZ,sz001217,001217,SZ,华尔泰,深市主板
001218.SZ,sz001218,001218,SZ,丽臣实业,深市主板
001219.SZ,sz001219,001219,SZ,青岛食品,深市主板
001220.SZ,sz001220,001220,SZ,世盟股份,深市主板
001221.SZ,sz001221,001221,SZ,悍高集团,深市主板
001222.SZ,sz001222,001222,SZ,源飞宠物,深市主板
001223.SZ,sz001223,001223,SZ,欧克科技,深市主板
001225.SZ,sz001225,001225,SZ,和泰机电,深市主板
001226.SZ,sz001226,001226,SZ,拓山重工,深市主板
001227.SZ,sz001227,001227,SZ,兰州银行,深市主板
001228.SZ,sz001228,001228,SZ,永泰运,深市主板
001229.SZ,sz001229,001229,SZ,魅视科技,深市主板
001230.SZ,sz001230,001230,SZ,劲旅环境,深市主板
001231.SZ,sz001231,001231,SZ,农心科技,深市主板
001233.SZ,sz001233,001233,SZ,海安集团,深市主板
001234.SZ,sz001234,001234,SZ,泰慕士,深市主板
001236.SZ,sz001236,001236,SZ,弘业期货,深市主板
001237.SZ,sz001237,001237,SZ,惠康科技,深市主板
001238.SZ,sz001238,001238,SZ,浙江正特,深市主板
001239.SZ,sz001239,001239,SZ,永达股份,深市主板
001255.SZ,sz001255,001255,SZ,博菲电气,深市主板
001256.SZ,sz001256,001256,SZ,炜冈科技,深市主板
001257.SZ,sz001257,001257,SZ,盛龙股份,深市主板
001258.SZ,sz001258,001258,SZ,立新能源,深市主板
001259.SZ,sz001259,001259,SZ,利仁科技,深市主板
001260.SZ,sz001260,001260,SZ,坤泰股份,深市主板
001266.SZ,sz001266,001266,SZ,宏英智能,深市主板
001267.SZ,sz001267,001267,SZ,汇绿生态,深市主板
001268.SZ,sz001268,001268,SZ,联合精密,深市主板
001269.SZ,sz001269,001269,SZ,欧晶科技,深市主板
001270.SZ,sz001270,001270,SZ,铖昌科技,深市主板
001277.SZ,sz001277,001277,SZ,速达股份,深市主板
001278.SZ,sz001278,001278,SZ,一彬科技,深市主板
001279.SZ,sz001279,001279,SZ,强邦新材,深市主板
001280.SZ,sz001280,001280,SZ,中国铀业,深市主板
001282.SZ,sz001282,001282,SZ,三联锻造,深市主板
001283.SZ,sz001283,001283,SZ,豪鹏科技,深市主板
001285.SZ,sz001285,001285,SZ,瑞立科密,深市主板
001286.SZ,sz001286,001286,SZ,陕西能源,深市主板
001287.SZ,sz001287,001287,SZ,中电港,深市主板
001288.SZ,sz001288,001288,SZ,运机集团,深市主板
001289.SZ,sz001289,001289,SZ,龙源电力,深市主板
001296.SZ,sz001296,001296,SZ,长江材料,深市主板
001298.SZ,sz001298,001298,SZ,好上好,深市主板
001299.SZ,sz001299,001299,SZ,美能能源,深市主板
001300.SZ,sz001300,001300,SZ,三柏硕,深市主板
001301.SZ,sz001301,001301,SZ,尚太科技,深市主板
001306.SZ,sz001306,001306,SZ,夏厦精密,深市主板
001308.SZ,sz001308,001308,SZ,康冠科技,深市主板
001309.SZ,sz001309,001309,SZ,德明利,深市主板
001311.SZ,sz001311,001311,SZ,多利科技,深市主板
001312.SZ,sz001312,001312,SZ,福恩股份,深市主板
001313.SZ,sz001313,001313,SZ,粤海饲料,深市主板
001314.SZ,sz001314,001314,SZ,亿道信息,深市主板
001316.SZ,sz001316,001316,SZ,润贝航科,深市主板
001317.SZ,sz001317,001317,SZ,三羊马,深市主板
001318.SZ,sz001318,001318,SZ,阳光乳业,深市主板
001319.SZ,sz001319,001319,SZ,铭科精技,深市主板
001322.SZ,sz001322,001322,SZ,箭牌家居,深市主板
001323.SZ,sz001323,001323,SZ,慕思股份,深市主板
001324.SZ,sz001324,001324,SZ,长青科技,深市主板
001325.SZ,sz001325,001325,SZ,元创股份,深市主板
001326.SZ,sz001326,001326,SZ,联域股份,深市主板
001328.SZ,sz001328,001328,SZ,登康口腔,深市主板
001330.SZ,sz001330,001330,SZ,博纳影业,深市主板
001331.SZ,sz001331,001331,SZ,胜通能源,深市主板
001332.SZ,sz001332,001332,SZ,锡装股份,深市主板
001333.SZ,sz001333,001333,SZ,光华股份,深市主板
001335.SZ,sz001335,001335,SZ,信凯科技,深市主板
001336.SZ,sz001336,001336,SZ,楚环科技,深市主板
001337.SZ,sz001337,001337,SZ,四川黄金,深市主板
001338.SZ,sz001338,001338,SZ,永顺泰,深市主板
001339.SZ,sz001339,001339,SZ,智微智能,深市主板
001356.SZ,sz001356,001356,SZ,富岭股份,深市主板
001358.SZ,sz001358,001358,SZ,兴欣新材,深市主板
001359.SZ,sz001359,001359,SZ,平安电工,深市主板
001360.SZ,sz001360,001360,SZ,南矿集团,深市主板
001365.SZ,sz001365,001365,SZ,天海电子,深市主板
001366.SZ,sz001366,001366,SZ,播恩集团,深市主板
001367.SZ,sz001367,001367,SZ,海森药业,深市主板
001368.SZ,sz001368,001368,SZ,通达创智,深市主板
001369.SZ,sz001369,001369,SZ,双欣材料,深市主板
001373.SZ,sz001373,001373,SZ,翔腾新材,深市主板
001376.SZ,sz001376,001376,SZ,百通能源,深市主板
001378.SZ,sz001378,001378,SZ,德冠新材,深市主板
001379.SZ,sz001379,001379,SZ,腾达科技,深市主板
001380.SZ,sz001380,001380,SZ,华纬科技,深市主板
001382.SZ,sz001382,001382,SZ,新亚电缆,深市主板
001386.SZ,sz001386,001386,SZ,马可波罗,深市主板
001387.SZ,sz001387,001387,SZ,雪祺电气,深市主板
001388.SZ,sz001388,001388,SZ,信通电子,深市主板
001389.SZ,sz001389,001389,SZ,广合科技,深市主板
001390.SZ,sz001390,001390,SZ,古麒绒材,深市主板
001391.SZ,sz001391,001391,SZ,国货航,深市主板
001393.SZ,sz001393,001393,SZ,维通利,深市主板
001395.SZ,sz001395,001395,SZ,亚联机械,深市主板
001396.SZ,sz001396,001396,SZ,誉帆科技,深市主板
001399.SZ,sz001399,001399,SZ,N惠科,深市主板
001400.SZ,sz001400,001400,SZ,江顺科技,深市主板
001696.SZ,sz001696,001696,SZ,宗申动力,深市主板
001872.SZ,sz001872,001872,SZ,招商港口,深市主板
001896.SZ,sz001896,001896,SZ,豫能控股,深市主板
001914.SZ,sz001914,001914,SZ,招商积余,深市主板
001965.SZ,sz001965,001965,SZ,招商公路,深市主板
001979.SZ,sz001979,001979,SZ,招商蛇口,深市主板
002001.SZ,sz002001,002001,SZ,新 和 成,深市主板
002003.SZ,sz002003,002003,SZ,伟星股份,深市主板
002004.SZ,sz002004,002004,SZ,华邦健康,深市主板
002005.SZ,sz002005,002005,SZ,ST德豪,深市主板
002006.SZ,sz002006,002006,SZ,精工科技,深市主板
002007.SZ,sz002007,002007,SZ,华兰生物,深市主板
002008.SZ,sz002008,002008,SZ,大族激光,深市主板
002009.SZ,sz002009,002009,SZ,天奇股份,深市主板
002010.SZ,sz002010,002010,SZ,传化智联,深市主板
002011.SZ,sz002011,002011,SZ,盾安环境,深市主板
002012.SZ,sz002012,002012,SZ,凯恩股份,深市主板
002014.SZ,sz002014,002014,SZ,永新股份,深市主板
002015.SZ,sz002015,002015,SZ,协鑫能科,深市主板
002016.SZ,sz002016,002016,SZ,世荣兆业,深市主板
002017.SZ,sz002017,002017,SZ,东信和平,深市主板
002019.SZ,sz002019,002019,SZ,亿帆医药,深市主板
002020.SZ,sz002020,002020,SZ,京新药业,深市主板
002021.SZ,sz002021,002021,SZ,中捷资源,深市主板
002022.SZ,sz002022,002022,SZ,科华生物,深市主板
002023.SZ,sz002023,002023,SZ,海特高新,深市主板
002024.SZ,sz002024,002024,SZ,ST易购,深市主板
002025.SZ,sz002025,002025,SZ,航天电器,深市主板
002026.SZ,sz002026,002026,SZ,山东威达,深市主板
002027.SZ,sz002027,002027,SZ,分众传媒,深市主板
002028.SZ,sz002028,002028,SZ,思源电气,深市主板
002029.SZ,sz002029,002029,SZ,七 匹 狼,深市主板
002030.SZ,sz002030,002030,SZ,达安基因,深市主板
002031.SZ,sz002031,002031,SZ,巨轮智能,深市主板
002032.SZ,sz002032,002032,SZ,苏 泊 尔,深市主板
002033.SZ,sz002033,002033,SZ,丽江股份,深市主板
002034.SZ,sz002034,002034,SZ,旺能环境,深市主板
002035.SZ,sz002035,002035,SZ,华帝股份,深市主板
002036.SZ,sz002036,002036,SZ,联创电子,深市主板
002037.SZ,sz002037,002037,SZ,保利联合,深市主板
002038.SZ,sz002038,002038,SZ,双鹭药业,深市主板
002039.SZ,sz002039,002039,SZ,黔源电力,深市主板
002040.SZ,sz002040,002040,SZ,南 京 港,深市主板
002041.SZ,sz002041,002041,SZ,登海种业,深市主板
002042.SZ,sz002042,002042,SZ,华孚时尚,深市主板
002043.SZ,sz002043,002043,SZ,兔 宝 宝,深市主板
002044.SZ,sz002044,002044,SZ,美年健康,深市主板
002045.SZ,sz002045,002045,SZ,国光电器,深市主板
002046.SZ,sz002046,002046,SZ,国机精工,深市主板
002047.SZ,sz002047,002047,SZ,宝鹰股份,深市主板
002048.SZ,sz002048,002048,SZ,宁波华翔,深市主板
002049.SZ,sz002049,002049,SZ,紫光国微,深市主板
002050.SZ,sz002050,002050,SZ,三花智控,深市主板
002051.SZ,sz002051,002051,SZ,中工国际,深市主板
002052.SZ,sz002052,002052,SZ,同洲电子,深市主板
002053.SZ,sz002053,002053,SZ,云南能投,深市主板
002054.SZ,sz002054,002054,SZ,德美化工,深市主板
002055.SZ,sz002055,002055,SZ,ST得润,深市主板
002056.SZ,sz002056,002056,SZ,横店东磁,深市主板
002057.SZ,sz002057,002057,SZ,中钢天源,深市主板
002058.SZ,sz002058,002058,SZ,威尔泰,深市主板
002059.SZ,sz002059,002059,SZ,云南旅游,深市主板
002060.SZ,sz002060,002060,SZ,广东建工,深市主板
002061.SZ,sz002061,002061,SZ,浙江交科,深市主板
002062.SZ,sz002062,002062,SZ,宏润建设,深市主板
002063.SZ,sz002063,002063,SZ,远光软件,深市主板
002064.SZ,sz002064,002064,SZ,华峰化学,深市主板
002065.SZ,sz002065,002065,SZ,东华软件,深市主板
002066.SZ,sz002066,002066,SZ,瑞泰科技,深市主板
002067.SZ,sz002067,002067,SZ,景兴纸业,深市主板
002068.SZ,sz002068,002068,SZ,黑猫股份,深市主板
002069.SZ,sz002069,002069,SZ,獐子岛,深市主板
