symbol,sina_symbol,code,exchange,name,board
603238.SH,sh603238,603238,SH,诺邦股份,沪市主板
603239.SH,sh603239,603239,SH,浙江仙通,沪市主板
603248.SH,sh603248,603248,SH,锡华科技,沪市主板
603255.SH,sh603255,603255,SH,鼎际得,沪市主板
603256.SH,sh603256,603256,SH,宏和科技,沪市主板
603257.SH,sh603257,603257,SH,中国瑞林,沪市主板
603258.SH,sh603258,603258,SH,电魂网络,沪市主板
603259.SH,sh603259,603259,SH,药明康德,沪市主板
603260.SH,sh603260,603260,SH,合盛硅业,沪市主板
603261.SH,sh603261,603261,SH,立航科技,沪市主板
603262.SH,sh603262,603262,SH,技源集团,沪市主板
603266.SH,sh603266,603266,SH,天龙股份,沪市主板
603267.SH,sh603267,603267,SH,鸿远电子,沪市主板
603268.SH,sh603268,603268,SH,松发股份,沪市主板
603269.SH,sh603269,603269,SH,海鸥股份,沪市主板
603270.SH,sh603270,603270,SH,金帝股份,沪市主板
603271.SH,sh603271,603271,SH,永杰新材,沪市主板
603272.SH,sh603272,603272,SH,*ST联翔,沪市主板
603273.SH,sh603273,603273,SH,天元智能,沪市主板
603275.SH,sh603275,603275,SH,众辰科技,沪市主板
603276.SH,sh603276,603276,SH,恒兴新材,沪市主板
603277.SH,sh603277,603277,SH,银都股份,沪市主板
603278.SH,sh603278,603278,SH,大业股份,沪市主板
603279.SH,sh603279,603279,SH,景津装备,沪市主板
603280.SH,sh603280,603280,SH,南方路机,沪市主板
603281.SH,sh603281,603281,SH,江瀚新材,沪市主板
603282.SH,sh603282,603282,SH,亚光股份,沪市主板
603283.SH,sh603283,603283,SH,赛腾股份,沪市主板
603284.SH,sh603284,603284,SH,XD林平发,沪市主板
603285.SH,sh603285,603285,SH,键邦股份,沪市主板
603286.SH,sh603286,603286,SH,日盈电子,沪市主板
603288.SH,sh603288,603288,SH,海天味业,沪市主板
603289.SH,sh603289,603289,SH,泰瑞机器,沪市主板
603290.SH,sh603290,603290,SH,斯达半导,沪市主板
603291.SH,sh603291,603291,SH,联合水务,沪市主板
603293.SH,sh603293,603293,SH,埃泰克,沪市主板
603296.SH,sh603296,603296,SH,华勤技术,沪市主板
603297.SH,sh603297,603297,SH,永新光学,沪市主板
603298.SH,sh603298,603298,SH,杭叉集团,沪市主板
603299.SH,sh603299,603299,SH,苏盐井神,沪市主板
603300.SH,sh603300,603300,SH,海南华铁,沪市主板
603301.SH,sh603301,603301,SH,振德医疗,沪市主板
603303.SH,sh603303,603303,SH,得邦照明,沪市主板
603305.SH,sh603305,603305,SH,旭升集团,沪市主板
603306.SH,sh603306,603306,SH,华懋科技,沪市主板
603307.SH,sh603307,603307,SH,扬州金泉,沪市主板
603308.SH,sh603308,603308,SH,应流股份,沪市主板
603309.SH,sh603309,603309,SH,维力医疗,沪市主板
603310.SH,sh603310,603310,SH,巍华新材,沪市主板
603311.SH,sh603311,603311,SH,金海高科,沪市主板
603312.SH,sh603312,603312,SH,西典新能,沪市主板
603313.SH,sh603313,603313,SH,梦百合,沪市主板
603315.SH,sh603315,603315,SH,福鞍股份,沪市主板
603316.SH,sh603316,603316,SH,诚邦股份,沪市主板
603317.SH,sh603317,603317,SH,天味食品,沪市主板
603318.SH,sh603318,603318,SH,水发燃气,沪市主板
603319.SH,sh603319,603319,SH,美湖股份,沪市主板
603320.SH,sh603320,603320,SH,迪贝电气,沪市主板
603321.SH,sh603321,603321,SH,梅轮电梯,沪市主板
603322.SH,sh603322,603322,SH,超讯科技,沪市主板
603323.SH,sh603323,603323,SH,苏农银行,沪市主板
603324.SH,sh603324,603324,SH,盛剑科技,沪市主板
603325.SH,sh603325,603325,SH,博隆技术,沪市主板
603326.SH,sh603326,603326,SH,我乐家居,沪市主板
603327.SH,sh603327,603327,SH,福蓉科技,沪市主板
603328.SH,sh603328,603328,SH,XD依顿电,沪市主板
603329.SH,sh603329,603329,SH,上海雅仕,沪市主板
603330.SH,sh603330,603330,SH,天洋新材,沪市主板
603331.SH,sh603331,603331,SH,百达精工,沪市主板
603332.SH,sh603332,603332,SH,苏州龙杰,沪市主板
603333.SH,sh603333,603333,SH,福华尚纬,沪市主板
603334.SH,sh603334,603334,SH,丰倍生物,沪市主板
603335.SH,sh603335,603335,SH,迪生力,沪市主板
603336.SH,sh603336,603336,SH,宏辉果蔬,沪市主板
603337.SH,sh603337,603337,SH,杰克科技,沪市主板
603338.SH,sh603338,603338,SH,XD浙江鼎,沪市主板
603339.SH,sh603339,603339,SH,四方科技,沪市主板
603341.SH,sh603341,603341,SH,龙旗科技,沪市主板
603344.SH,sh603344,603344,SH,星德胜,沪市主板
603345.SH,sh603345,603345,SH,安井食品,沪市主板
603348.SH,sh603348,603348,SH,文灿股份,沪市主板
603350.SH,sh603350,603350,SH,安乃达,沪市主板
603351.SH,sh603351,603351,SH,威尔药业,沪市主板
603352.SH,sh603352,603352,SH,至信股份,沪市主板
603353.SH,sh603353,603353,SH,和顺石油,沪市主板
603355.SH,sh603355,603355,SH,莱克电气,沪市主板
603356.SH,sh603356,603356,SH,华菱精工,沪市主板
603357.SH,sh603357,603357,SH,设计总院,沪市主板
603358.SH,sh603358,603358,SH,华达科技,沪市主板
603359.SH,sh603359,603359,SH,*ST东珠,沪市主板
603360.SH,sh603360,603360,SH,百傲化学,沪市主板
603363.SH,sh603363,603363,SH,傲农生物,沪市主板
603365.SH,sh603365,603365,SH,水星家纺,沪市主板
603366.SH,sh603366,603366,SH,日出东方,沪市主板
603367.SH,sh603367,603367,SH,辰欣药业,沪市主板
603368.SH,sh603368,603368,SH,柳药集团,沪市主板
603369.SH,sh603369,603369,SH,今世缘,沪市主板
603370.SH,sh603370,603370,SH,华新精科,沪市主板
603373.SH,sh603373,603373,SH,安邦护卫,沪市主板
603375.SH,sh603375,603375,SH,盛景微,沪市主板
603376.SH,sh603376,603376,SH,大明电子,沪市主板
603377.SH,sh603377,603377,SH,ST东时,沪市主板
603378.SH,sh603378,603378,SH,*ST亚士,沪市主板
603379.SH,sh603379,603379,SH,三美股份,沪市主板
603380.SH,sh603380,603380,SH,易德龙,沪市主板
603381.SH,sh603381,603381,SH,永臻股份,沪市主板
603382.SH,sh603382,603382,SH,海阳科技,沪市主板
603383.SH,sh603383,603383,SH,顶点软件,沪市主板
603385.SH,sh603385,603385,SH,惠达卫浴,沪市主板
603386.SH,sh603386,603386,SH,骏亚科技,沪市主板
603387.SH,sh603387,603387,SH,基蛋生物,沪市主板
603389.SH,sh603389,603389,SH,*ST亚振,沪市主板
603390.SH,sh603390,603390,SH,通达电气,沪市主板
603391.SH,sh603391,603391,SH,力聚热能,沪市主板
603392.SH,sh603392,603392,SH,万泰生物,沪市主板
603393.SH,sh603393,603393,SH,新天然气,沪市主板
603395.SH,sh603395,603395,SH,红四方,沪市主板
603396.SH,sh603396,603396,SH,金辰股份,沪市主板
603398.SH,sh603398,603398,SH,*ST沐邦,沪市主板
603399.SH,sh603399,603399,SH,永杉锂业,沪市主板
603400.SH,sh603400,603400,SH,华之杰,沪市主板
603402.SH,sh603402,603402,SH,陕西旅游,沪市主板
603406.SH,sh603406,603406,SH,天富龙,沪市主板
603407.SH,sh603407,603407,SH,长裕集团,沪市主板
603408.SH,sh603408,603408,SH,建霖家居,沪市主板
603409.SH,sh603409,603409,SH,汇通控股,沪市主板
603416.SH,sh603416,603416,SH,信捷电气,沪市主板
603418.SH,sh603418,603418,SH,友升股份,沪市主板
603421.SH,sh603421,603421,SH,鼎信通讯,沪市主板
603429.SH,sh603429,603429,SH,*ST集友,沪市主板
603435.SH,sh603435,603435,SH,嘉德利,沪市主板
603439.SH,sh603439,603439,SH,三力制药,沪市主板
603444.SH,sh603444,603444,SH,吉比特,沪市主板
603456.SH,sh603456,603456,SH,九洲药业,沪市主板
603458.SH,sh603458,603458,SH,勘设股份,沪市主板
603459.SH,sh603459,603459,SH,红板科技,沪市主板
603466.SH,sh603466,603466,SH,风语筑,沪市主板
603477.SH,sh603477,603477,SH,巨星农牧,沪市主板
603486.SH,sh603486,603486,SH,科沃斯,沪市主板
603488.SH,sh603488,603488,SH,展鹏科技,沪市主板
603489.SH,sh603489,603489,SH,八方股份,沪市主板
603496.SH,sh603496,603496,SH,恒为科技,沪市主板
603499.SH,sh603499,603499,SH,翔港科技,沪市主板
603500.SH,sh603500,603500,SH,祥和实业,沪市主板
603501.SH,sh603501,603501,SH,豪威集团,沪市主板
603505.SH,sh603505,603505,SH,金石资源,沪市主板
603506.SH,sh603506,603506,SH,南都物业,沪市主板
603507.SH,sh603507,603507,SH,振江股份,沪市主板
603508.SH,sh603508,603508,SH,思维列控,沪市主板
603511.SH,sh603511,603511,SH,爱慕股份,沪市主板
603515.SH,sh603515,603515,SH,XD欧普照,沪市主板
603516.SH,sh603516,603516,SH,淳中科技,沪市主板
603517.SH,sh603517,603517,SH,ST绝味,沪市主板
603518.SH,sh603518,603518,SH,锦泓集团,沪市主板
603519.SH,sh603519,603519,SH,立霸股份,沪市主板
603520.SH,sh603520,603520,SH,司太立,沪市主板
603527.SH,sh603527,603527,SH,众源新材,沪市主板
603528.SH,sh603528,603528,SH,多伦科技,沪市主板
603529.SH,sh603529,603529,SH,爱玛科技,沪市主板
603530.SH,sh603530,603530,SH,神马电力,沪市主板
603533.SH,sh603533,603533,SH,掌阅科技,沪市主板
603535.SH,sh603535,603535,SH,嘉诚国际,沪市主板
603536.SH,sh603536,603536,SH,惠发食品,沪市主板
603538.SH,sh603538,603538,SH,美诺华,沪市主板
603551.SH,sh603551,603551,SH,奥普科技,沪市主板
603556.SH,sh603556,603556,SH,海兴电力,沪市主板
603557.SH,sh603557,603557,SH,*ST起步,沪市主板
603558.SH,sh603558,603558,SH,健盛集团,沪市主板
603559.SH,sh603559,603559,SH,ST通脉,沪市主板
603565.SH,sh603565,603565,SH,中谷物流,沪市主板
603566.SH,sh603566,603566,SH,普莱柯,沪市主板
603567.SH,sh603567,603567,SH,珍宝岛,沪市主板
603568.SH,sh603568,603568,SH,伟明环保,沪市主板
603569.SH,sh603569,603569,SH,长久物流,沪市主板
603577.SH,sh603577,603577,SH,汇金通,沪市主板
603578.SH,sh603578,603578,SH,三星新材,沪市主板
603579.SH,sh603579,603579,SH,荣泰健康,沪市主板
603580.SH,sh603580,603580,SH,*ST艾艾,沪市主板
603583.SH,sh603583,603583,SH,捷昌驱动,沪市主板
603585.SH,sh603585,603585,SH,苏利股份,沪市主板
603586.SH,sh603586,603586,SH,金麒麟,沪市主板
603587.SH,sh603587,603587,SH,地素时尚,沪市主板
603588.SH,sh603588,603588,SH,高能环境,沪市主板
603589.SH,sh603589,603589,SH,口子窖,沪市主板
603590.SH,sh603590,603590,SH,康辰药业,沪市主板
603595.SH,sh603595,603595,SH,ST东尼,沪市主板
603596.SH,sh603596,603596,SH,伯特利,沪市主板
603598.SH,sh603598,603598,SH,引力传媒,沪市主板
603599.SH,sh603599,603599,SH,广信股份,沪市主板
603600.SH,sh603600,603600,SH,永艺股份,沪市主板
603601.SH,sh603601,603601,SH,再升科技,沪市主板
603602.SH,sh603602,603602,SH,纵横通信,沪市主板
603605.SH,sh603605,603605,SH,珀莱雅,沪市主板
603606.SH,sh603606,603606,SH,东方电缆,沪市主板
603607.SH,sh603607,603607,SH,京华激光,沪市主板
603608.SH,sh603608,603608,SH,天创时尚,沪市主板
603609.SH,sh603609,603609,SH,禾丰股份,沪市主板
603610.SH,sh603610,603610,SH,麒盛科技,沪市主板
603611.SH,sh603611,603611,SH,诺力股份,沪市主板
603612.SH,sh603612,603612,SH,索通发展,沪市主板
603613.SH,sh603613,603613,SH,国联股份,沪市主板
603615.SH,sh603615,603615,SH,茶花股份,沪市主板
603616.SH,sh603616,603616,SH,韩建河山,沪市主板
603617.SH,sh603617,603617,SH,君禾股份,沪市主板
603618.SH,sh603618,603618,SH,杭电股份,沪市主板
603619.SH,sh603619,603619,SH,中曼石油,沪市主板
603626.SH,sh603626,603626,SH,科森科技,沪市主板
603628.SH,sh603628,603628,SH,XD清源股,沪市主板
603629.SH,sh603629,603629,SH,利通电子,沪市主板
603630.SH,sh603630,603630,SH,拉芳家化,沪市主板
603633.SH,sh603633,603633,SH,徕木股份,沪市主板
603636.SH,sh603636,603636,SH,南威软件,沪市主板
603637.SH,sh603637,603637,SH,镇海股份,沪市主板
603638.SH,sh603638,603638,SH,艾迪精密,沪市主板
603639.SH,sh603639,603639,SH,海利尔,沪市主板
603648.SH,sh603648,603648,SH,畅联股份,沪市主板
603650.SH,sh603650,603650,SH,彤程新材,沪市主板
603655.SH,sh603655,603655,SH,朗博科技,沪市主板
603656.SH,sh603656,603656,SH,泰禾智能,沪市主板
603657.SH,sh603657,603657,SH,春光科技,沪市主板
603658.SH,sh603658,603658,SH,安图生物,沪市主板
603659.SH,sh603659,603659,SH,璞泰来,沪市主板
603660.SH,sh603660,603660,SH,苏州科达,沪市主板
603661.SH,sh603661,603661,SH,恒林股份,沪市主板
603662.SH,sh603662,603662,SH,柯力传感,沪市主板
603663.SH,sh603663,603663,SH,三祥新材,沪市主板
603665.SH,sh603665,603665,SH,康隆达,沪市主板
603666.SH,sh603666,603666,SH,亿嘉和,沪市主板
603667.SH,sh603667,603667,SH,五洲新春,沪市主板
603668.SH,sh603668,603668,SH,天马科技,沪市主板
603669.SH,sh603669,603669,SH,灵康药业,沪市主板
603676.SH,sh603676,603676,SH,卫信康,沪市主板
603677.SH,sh603677,603677,SH,奇精机械,沪市主板
603678.SH,sh603678,603678,SH,火炬电子,沪市主板
603679.SH,sh603679,603679,SH,华体科技,沪市主板
603680.SH,sh603680,603680,SH,今创集团,沪市主板
603681.SH,sh603681,603681,SH,永冠新材,沪市主板
603682.SH,sh603682,603682,SH,锦和商管,沪市主板
603683.SH,sh603683,603683,SH,晶华新材,沪市主板
603685.SH,sh603685,603685,SH,晨丰科技,沪市主板
603686.SH,sh603686,603686,SH,XD福龙马,沪市主板
603687.SH,sh603687,603687,SH,大胜达,沪市主板
603688.SH,sh603688,603688,SH,石英股份,沪市主板
603689.SH,sh603689,603689,SH,皖天然气,沪市主板
603690.SH,sh603690,603690,SH,至纯科技,沪市主板
603693.SH,sh603693,603693,SH,江苏新能,沪市主板
603696.SH,sh603696,603696,SH,安记食品,沪市主板
603697.SH,sh603697,603697,SH,有友食品,沪市主板
603698.SH,sh603698,603698,SH,航天工程,沪市主板
603699.SH,sh603699,603699,SH,纽威股份,沪市主板
603700.SH,sh603700,603700,SH,宁水集团,沪市主板
603701.SH,sh603701,603701,SH,德宏股份,沪市主板
603703.SH,sh603703,603703,SH,盛洋科技,沪市主板
603706.SH,sh603706,603706,SH,东方环宇,沪市主板
603707.SH,sh603707,603707,SH,健友股份,沪市主板
603708.SH,sh603708,603708,SH,家家悦,沪市主板
603709.SH,sh603709,603709,SH,中源家居,沪市主板
603711.SH,sh603711,603711,SH,香飘飘,沪市主板
603712.SH,sh603712,603712,SH,七一二,沪市主板
603713.SH,sh603713,603713,SH,密尔克卫,沪市主板
603716.SH,sh603716,603716,SH,塞力医疗,沪市主板
603717.SH,sh603717,603717,SH,天域生物,沪市主板
603718.SH,sh603718,603718,SH,*ST海利,沪市主板
603719.SH,sh603719,603719,SH,良品铺子,沪市主板
603721.SH,sh603721,603721,SH,中广天择,沪市主板
603722.SH,sh603722,603722,SH,阿科力,沪市主板
603725.SH,sh603725,603725,SH,天安新材,沪市主板
603726.SH,sh603726,603726,SH,朗迪集团,沪市主板
603727.SH,sh603727,603727,SH,博迈科,沪市主板
603728.SH,sh603728,603728,SH,鸣志电器,沪市主板
603729.SH,sh603729,603729,SH,ST龙韵,沪市主板
603730.SH,sh603730,603730,SH,岱美股份,沪市主板
603733.SH,sh603733,603733,SH,仙鹤股份,沪市主板
603737.SH,sh603737,603737,SH,三棵树,沪市主板
603738.SH,sh603738,603738,SH,泰晶科技,沪市主板
603739.SH,sh603739,603739,SH,蔚蓝生物,沪市主板
603755.SH,sh603755,603755,SH,日辰股份,沪市主板
603757.SH,sh603757,603757,SH,大元泵业,沪市主板
603758.SH,sh603758,603758,SH,秦安股份,沪市主板
603759.SH,sh603759,603759,SH,海天股份,沪市主板
603766.SH,sh603766,603766,SH,隆鑫通用,沪市主板
603767.SH,sh603767,603767,SH,中马传动,沪市主板
603768.SH,sh603768,603768,SH,常青股份,沪市主板
603773.SH,sh603773,603773,SH,沃格光电,沪市主板
603776.SH,sh603776,603776,SH,永安行,沪市主板
603777.SH,sh603777,603777,SH,来伊份,沪市主板
603778.SH,sh603778,603778,SH,国晟科技,沪市主板
603779.SH,sh603779,603779,SH,威龙股份,沪市主板
603786.SH,sh603786,603786,SH,科博达,沪市主板
603787.SH,sh603787,603787,SH,新日股份,沪市主板
603788.SH,sh603788,603788,SH,宁波高发,沪市主板
603789.SH,sh603789,603789,SH,ST星农,沪市主板
603790.SH,sh603790,603790,SH,雅运股份,沪市主板
603797.SH,sh603797,603797,SH,联泰环保,沪市主板
603798.SH,sh603798,603798,SH,XD康普顿,沪市主板
603799.SH,sh603799,603799,SH,华友钴业,沪市主板
603800.SH,sh603800,603800,SH,洪田股份,沪市主板
603801.SH,sh603801,603801,SH,志邦家居,沪市主板
603803.SH,sh603803,603803,SH,瑞斯康达,沪市主板
603806.SH,sh603806,603806,SH,福斯特,沪市主板
603808.SH,sh603808,603808,SH,歌力思,沪市主板
603809.SH,sh603809,603809,SH,豪能股份,沪市主板
603810.SH,sh603810,603810,SH,丰山集团,沪市主板
603811.SH,sh603811,603811,SH,DR诚意药,沪市主板
603813.SH,sh603813,603813,SH,原尚股份,沪市主板
603815.SH,sh603815,603815,SH,交建股份,沪市主板
603816.SH,sh603816,603816,SH,顾家家居,沪市主板
603817.SH,sh603817,603817,SH,海峡环保,沪市主板
603818.SH,sh603818,603818,SH,曲美家居,沪市主板
603819.SH,sh603819,603819,SH,神力股份,沪市主板
603822.SH,sh603822,603822,SH,ST嘉澳,沪市主板
603823.SH,sh603823,603823,SH,百合花,沪市主板
603825.SH,sh603825,603825,SH,ST华扬,沪市主板
603826.SH,sh603826,603826,SH,坤彩科技,沪市主板
603828.SH,sh603828,603828,SH,*ST利达,沪市主板
603829.SH,sh603829,603829,SH,洛凯股份,沪市主板
603833.SH,sh603833,603833,SH,欧派家居,沪市主板
603836.SH,sh603836,603836,SH,海程邦达,沪市主板
603838.SH,sh603838,603838,SH,*ST四通,沪市主板
603839.SH,sh603839,603839,SH,安正时尚,沪市主板
603843.SH,sh603843,603843,SH,*ST正平,沪市主板
603848.SH,sh603848,603848,SH,好太太,沪市主板
603855.SH,sh603855,603855,SH,华荣股份,沪市主板
603856.SH,sh603856,603856,SH,东宏股份,沪市主板
603858.SH,sh603858,603858,SH,步长制药,沪市主板
603859.SH,sh603859,603859,SH,能科科技,沪市主板
603860.SH,sh603860,603860,SH,中公高科,沪市主板
603861.SH,sh603861,603861,SH,白云电器,沪市主板
603863.SH,sh603863,603863,SH,松炀资源,沪市主板
603866.SH,sh603866,603866,SH,桃李面包,沪市主板
603867.SH,sh603867,603867,SH,新化股份,沪市主板
603868.SH,sh603868,603868,SH,飞科电器,沪市主板
603869.SH,sh603869,603869,SH,ST智知,沪市主板
603871.SH,sh603871,603871,SH,XD嘉友国,沪市主板
603876.SH,sh603876,603876,SH,鼎胜新材,沪市主板
603877.SH,sh603877,603877,SH,太平鸟,沪市主板
603878.SH,sh603878,603878,SH,武进不锈,沪市主板
603879.SH,sh603879,603879,SH,永悦科技,沪市主板
603880.SH,sh603880,603880,SH,南卫股份,沪市主板
603881.SH,sh603881,603881,SH,数据港,沪市主板
603882.SH,sh603882,603882,SH,金域医学,沪市主板
603883.SH,sh603883,603883,SH,老百姓,沪市主板
603885.SH,sh603885,603885,SH,吉祥航空,沪市主板
603886.SH,sh603886,603886,SH,元祖股份,沪市主板
603887.SH,sh603887,603887,SH,城地香江,沪市主板
603888.SH,sh603888,603888,SH,新华网,沪市主板
603889.SH,sh603889,603889,SH,新澳股份,沪市主板
603890.SH,sh603890,603890,SH,春秋电子,沪市主板
603893.SH,sh603893,603893,SH,瑞芯微,沪市主板
603895.SH,sh603895,603895,SH,天永智能,沪市主板
603896.SH,sh603896,603896,SH,寿仙谷,沪市主板
603897.SH,sh603897,603897,SH,长城科技,沪市主板
603898.SH,sh603898,603898,SH,好莱客,沪市主板
603899.SH,sh603899,603899,SH,晨光股份,沪市主板
603900.SH,sh603900,603900,SH,莱绅通灵,沪市主板
603901.SH,sh603901,603901,SH,永创智能,沪市主板
603903.SH,sh603903,603903,SH,中持股份,沪市主板
603906.SH,sh603906,603906,SH,龙蟠科技,沪市主板
603908.SH,sh603908,603908,SH,牧高笛,沪市主板
603909.SH,sh603909,603909,SH,建发合诚,沪市主板
603912.SH,sh603912,603912,SH,佳力图,沪市主板
603915.SH,sh603915,603915,SH,国茂股份,沪市主板
603916.SH,sh603916,603916,SH,苏博特,沪市主板
603917.SH,sh603917,603917,SH,合力科技,沪市主板
603918.SH,sh603918,603918,SH,金桥信息,沪市主板
603919.SH,sh603919,603919,SH,金徽酒,沪市主板
603920.SH,sh603920,603920,SH,世运电路,沪市主板
603922.SH,sh603922,603922,SH,ST金鸿顺,沪市主板
603926.SH,sh603926,603926,SH,铁流股份,沪市主板
603927.SH,sh603927,603927,SH,中科软,沪市主板
603928.SH,sh603928,603928,SH,兴业股份,沪市主板
603929.SH,sh603929,603929,SH,亚翔集成,沪市主板
603931.SH,sh603931,603931,SH,格林达,沪市主板
603933.SH,sh603933,603933,SH,睿能科技,沪市主板
603936.SH,sh603936,603936,SH,博敏电子,沪市主板
603937.SH,sh603937,603937,SH,丽岛新材,沪市主板
603938.SH,sh603938,603938,SH,三孚股份,沪市主板
603939.SH,sh603939,603939,SH,益丰药房,沪市主板
603948.SH,sh603948,603948,SH,建业股份,沪市主板
603949.SH,sh603949,603949,SH,雪龙集团,沪市主板
603950.SH,sh603950,603950,SH,长源东谷,沪市主板
603955.SH,sh603955,603955,SH,大千生态,沪市主板
603956.SH,sh603956,603956,SH,威派格,沪市主板
603958.SH,sh603958,603958,SH,哈森股份,沪市主板
603959.SH,sh603959,603959,SH,ST百利,沪市主板
603960.SH,sh603960,603960,SH,克来机电,沪市主板
603966.SH,sh603966,603966,SH,法兰泰克,沪市主板
603967.SH,sh603967,603967,SH,中创物流,沪市主板
603968.SH,sh603968,603968,SH,醋化股份,沪市主板
603969.SH,sh603969,603969,SH,银龙股份,沪市主板
603970.SH,sh603970,603970,SH,中农立华,沪市主板
603976.SH,sh603976,603976,SH,正川股份,沪市主板
603977.SH,sh603977,603977,SH,国泰集团,沪市主板
603978.SH,sh603978,603978,SH,深圳新星,沪市主板
603979.SH,sh603979,603979,SH,金诚信,沪市主板
603980.SH,sh603980,603980,SH,吉华集团,沪市主板
603982.SH,sh603982,603982,SH,泉峰汽车,沪市主板
603983.SH,sh603983,603983,SH,丸美生物,沪市主板
603985.SH,sh603985,603985,SH,恒润股份,沪市主板
603986.SH,sh603986,603986,SH,兆易创新,沪市主板
603987.SH,sh603987,603987,SH,康德莱,沪市主板
603988.SH,sh603988,603988,SH,中电电机,沪市主板
603989.SH,sh603989,603989,SH,艾华集团,沪市主板
603990.SH,sh603990,603990,SH,麦迪科技,沪市主板
603991.SH,sh603991,603991,SH,领先股份,沪市主板
603992.SH,sh603992,603992,SH,松霖科技,沪市主板
603993.SH,sh603993,603993,SH,洛阳钼业,沪市主板
603995.SH,sh603995,603995,SH,甬金股份,沪市主板
603997.SH,sh603997,603997,SH,继峰股份,沪市主板
603998.SH,sh603998,603998,SH,方盛制药,沪市主板
603999.SH,sh603999,603999,SH,读者传媒,沪市主板
605001.SH,sh605001,605001,SH,威奥股份,沪市主板
605003.SH,sh605003,605003,SH,众望布艺,沪市主板
605005.SH,sh605005,605005,SH,合兴股份,沪市主板
605006.SH,sh605006,605006,SH,山东玻纤,沪市主板
605007.SH,sh605007,605007,SH,五洲特纸,沪市主板
605008.SH,sh605008,605008,SH,长鸿高科,沪市主板
605009.SH,sh605009,605009,SH,豪悦护理,沪市主板
605011.SH,sh605011,605011,SH,杭州热电,沪市主板
605016.SH,sh605016,605016,SH,百龙创园,沪市主板
605018.SH,sh605018,605018,SH,长华集团,沪市主板
605020.SH,sh605020,605020,SH,永和股份,沪市主板
605028.SH,sh605028,605028,SH,世茂能源,沪市主板
605033.SH,sh605033,605033,SH,美邦股份,沪市主板
605050.SH,sh605050,605050,SH,福然德,沪市主板
605055.SH,sh605055,605055,SH,迎丰股份,沪市主板
605056.SH,sh605056,605056,SH,咸亨国际,沪市主板
605058.SH,sh605058,605058,SH,澳弘电子,沪市主板
605060.SH,sh605060,605060,SH,联德股份,沪市主板
605066.SH,sh605066,605066,SH,天正电气,沪市主板
605068.SH,sh605068,605068,SH,明新旭腾,沪市主板
605069.SH,sh605069,605069,SH,正和生态,沪市主板
605077.SH,sh605077,605077,SH,华康股份,沪市主板
605080.SH,sh605080,605080,SH,浙江自然,沪市主板
605081.SH,sh605081,605081,SH,退市太和,沪市主板
605086.SH,sh605086,605086,SH,龙高股份,沪市主板
605088.SH,sh605088,605088,SH,冠盛股份,沪市主板
605089.SH,sh605089,605089,SH,味知香,沪市主板
605090.SH,sh605090,605090,SH,九丰能源,沪市主板
605098.SH,sh605098,605098,SH,行动教育,沪市主板
605099.SH,sh605099,605099,SH,共创草坪,沪市主板
605100.SH,sh605100,605100,SH,华丰股份,沪市主板
605108.SH,sh605108,605108,SH,同庆楼,沪市主板
605111.SH,sh605111,605111,SH,新洁能,沪市主板
605116.SH,sh605116,605116,SH,奥锐特,沪市主板
605117.SH,sh605117,605117,SH,德业股份,沪市主板
605118.SH,sh605118,605118,SH,力鼎光电,沪市主板
605122.SH,sh605122,605122,SH,四方新材,沪市主板
605123.SH,sh605123,605123,SH,派克新材,沪市主板
605128.SH,sh605128,605128,SH,上海沿浦,沪市主板
605133.SH,sh605133,605133,SH,嵘泰股份,沪市主板
605136.SH,sh605136,605136,SH,丽人丽妆,沪市主板
605138.SH,sh605138,605138,SH,盛泰集团,沪市主板
605151.SH,sh605151,605151,SH,西上海,沪市主板
605155.SH,sh605155,605155,SH,西大门,沪市主板
605158.SH,sh605158,605158,SH,华达新材,沪市主板
605162.SH,sh605162,605162,SH,新中港,沪市主板
605166.SH,sh605166,605166,SH,聚合顺,沪市主板
605167.SH,sh605167,605167,SH,利柏特,沪市主板
605168.SH,sh605168,605168,SH,三人行,沪市主板
605169.SH,sh605169,605169,SH,洪通燃气,沪市主板
605177.SH,sh605177,605177,SH,东亚药业,沪市主板
605178.SH,sh605178,605178,SH,时空科技,沪市主板
605179.SH,sh605179,605179,SH,一鸣食品,沪市主板
605180.SH,sh605180,605180,SH,华生科技,沪市主板
605183.SH,sh605183,605183,SH,确成股份,沪市主板
605186.SH,sh605186,605186,SH,健麾信息,沪市主板
605188.SH,sh605188,605188,SH,国光连锁,沪市主板
605189.SH,sh605189,605189,SH,富春染织,沪市主板
605196.SH,sh605196,605196,SH,华通线缆,沪市主板
605198.SH,sh605198,605198,SH,安德利,沪市主板
605199.SH,sh605199,605199,SH,ST葫芦娃,沪市主板
605208.SH,sh605208,605208,SH,永茂泰,沪市主板
605218.SH,sh605218,605218,SH,伟时电子,沪市主板
605222.SH,sh605222,605222,SH,起帆电缆,沪市主板
605228.SH,sh605228,605228,SH,神通科技,沪市主板
605255.SH,sh605255,605255,SH,天普股份,沪市主板
605258.SH,sh605258,605258,SH,协和电子,沪市主板
605259.SH,sh605259,605259,SH,绿田机械,沪市主板
605266.SH,sh605266,605266,SH,健之佳,沪市主板
605268.SH,sh605268,605268,SH,王力安防,沪市主板
605277.SH,sh605277,605277,SH,新亚电子,沪市主板
605286.SH,sh605286,605286,SH,同力天启,沪市主板
